Sort,ROW_ID,COL_ID,Riv,AreaID,DisName
119,69,103,0,0,Aberdeen-American Falls
120,70,105,0,0,Aberdeen-American Falls
121,70,106,0,0,Aberdeen-American Falls
122,79,122,0,0,Aberdeen-American Falls
123,69,106,0,0,Aberdeen-American Falls
124,70,108,0,0,Aberdeen-American Falls
125,76,118,0,0,Aberdeen-American Falls
126,71,110,0,0,Aberdeen-American Falls
127,74,115,0,0,Aberdeen-American Falls
128,77,120,0,0,Aberdeen-American Falls
129,69,107,0,0,Aberdeen-American Falls
130,72,112,0,0,Aberdeen-American Falls
131,75,117,0,0,Aberdeen-American Falls
132,78,122,0,0,Aberdeen-American Falls
133,70,109,0,0,Aberdeen-American Falls
134,73,114,0,0,Aberdeen-American Falls
135,76,119,0,0,Aberdeen-American Falls
136,74,116,0,0,Aberdeen-American Falls
137,77,121,0,0,Aberdeen-American Falls
138,96,82,1,30,Aberdeen-American Falls
139,97,84,1,30,Aberdeen-American Falls
140,95,81,1,30,Aberdeen-American Falls
141,96,83,1,30,Aberdeen-American Falls
142,97,85,1,30,Aberdeen-American Falls
143,95,82,0,30,Aberdeen-American Falls
144,93,79,0,30,Aberdeen-American Falls
145,96,84,0,30,Aberdeen-American Falls
146,94,81,0,30,Aberdeen-American Falls
147,97,86,1,30,Aberdeen-American Falls
148,95,83,0,30,Aberdeen-American Falls
149,93,80,0,30,Aberdeen-American Falls
150,96,85,0,30,Aberdeen-American Falls
151,94,82,0,30,Aberdeen-American Falls
152,97,87,1,30,Aberdeen-American Falls
153,95,84,0,30,Aberdeen-American Falls
154,93,81,0,30,Aberdeen-American Falls
155,96,86,0,30,Aberdeen-American Falls
156,94,83,0,30,Aberdeen-American Falls
157,97,88,1,30,Aberdeen-American Falls
158,92,80,0,30,Aberdeen-American Falls
159,95,85,0,30,Aberdeen-American Falls
160,93,82,0,30,Aberdeen-American Falls
161,96,87,0,30,Aberdeen-American Falls
162,94,84,0,30,Aberdeen-American Falls
163,97,89,1,30,Aberdeen-American Falls
164,92,81,0,30,Aberdeen-American Falls
165,95,86,0,30,Aberdeen-American Falls
166,101,96,0,30,Aberdeen-American Falls
167,93,83,0,30,Aberdeen-American Falls
168,96,88,0,30,Aberdeen-American Falls
169,99,93,0,30,Aberdeen-American Falls
170,94,85,0,30,Aberdeen-American Falls
171,100,95,0,30,Aberdeen-American Falls
172,92,82,0,30,Aberdeen-American Falls
173,95,87,0,30,Aberdeen-American Falls
174,98,92,0,30,Aberdeen-American Falls
175,101,97,0,30,Aberdeen-American Falls
176,93,84,0,30,Aberdeen-American Falls
177,96,89,0,30,Aberdeen-American Falls
178,99,94,0,30,Aberdeen-American Falls
179,91,81,0,30,Aberdeen-American Falls
180,94,86,0,30,Aberdeen-American Falls
181,97,91,1,30,Aberdeen-American Falls
182,100,96,0,30,Aberdeen-American Falls
183,92,83,0,30,Aberdeen-American Falls
184,95,88,0,30,Aberdeen-American Falls
185,98,93,0,30,Aberdeen-American Falls
186,93,85,0,30,Aberdeen-American Falls
187,96,90,1,30,Aberdeen-American Falls
188,99,95,0,30,Aberdeen-American Falls
189,91,82,0,30,Aberdeen-American Falls
190,94,87,0,30,Aberdeen-American Falls
191,97,92,1,30,Aberdeen-American Falls
192,100,97,0,30,Aberdeen-American Falls
193,92,84,0,30,Aberdeen-American Falls
194,95,89,0,30,Aberdeen-American Falls
195,98,94,0,30,Aberdeen-American Falls
196,90,81,0,30,Aberdeen-American Falls
197,93,86,0,30,Aberdeen-American Falls
198,96,91,0,30,Aberdeen-American Falls
199,99,96,0,30,Aberdeen-American Falls
200,91,83,0,30,Aberdeen-American Falls
201,94,88,0,30,Aberdeen-American Falls
202,97,93,0,30,Aberdeen-American Falls
203,92,85,0,30,Aberdeen-American Falls
204,95,90,0,30,Aberdeen-American Falls
205,98,95,0,30,Aberdeen-American Falls
206,90,82,0,30,Aberdeen-American Falls
207,93,87,0,30,Aberdeen-American Falls
208,96,92,0,30,Aberdeen-American Falls
209,99,97,0,30,Aberdeen-American Falls
210,91,84,0,30,Aberdeen-American Falls
211,94,89,0,30,Aberdeen-American Falls
212,97,94,0,30,Aberdeen-American Falls
213,92,86,0,30,Aberdeen-American Falls
214,95,91,0,30,Aberdeen-American Falls
215,98,96,0,30,Aberdeen-American Falls
216,90,83,0,30,Aberdeen-American Falls
217,93,88,0,30,Aberdeen-American Falls
218,96,93,1,30,Aberdeen-American Falls
219,99,98,0,30,Aberdeen-American Falls
220,91,85,0,30,Aberdeen-American Falls
221,94,90,0,30,Aberdeen-American Falls
222,97,95,0,30,Aberdeen-American Falls
223,89,82,0,30,Aberdeen-American Falls
224,92,87,0,30,Aberdeen-American Falls
225,95,92,0,30,Aberdeen-American Falls
226,98,97,0,30,Aberdeen-American Falls
227,90,84,0,30,Aberdeen-American Falls
228,93,89,0,30,Aberdeen-American Falls
229,96,94,1,30,Aberdeen-American Falls
230,91,86,0,30,Aberdeen-American Falls
231,94,91,0,30,Aberdeen-American Falls
232,97,96,0,30,Aberdeen-American Falls
233,89,83,0,30,Aberdeen-American Falls
234,92,88,0,30,Aberdeen-American Falls
235,95,93,0,30,Aberdeen-American Falls
236,98,98,0,30,Aberdeen-American Falls
237,90,85,0,30,Aberdeen-American Falls
238,93,90,0,30,Aberdeen-American Falls
239,96,95,0,30,Aberdeen-American Falls
240,88,82,0,30,Aberdeen-American Falls
241,91,87,0,30,Aberdeen-American Falls
242,94,92,0,30,Aberdeen-American Falls
243,97,97,0,30,Aberdeen-American Falls
244,89,84,0,30,Aberdeen-American Falls
245,92,89,0,30,Aberdeen-American Falls
246,95,94,0,30,Aberdeen-American Falls
247,98,99,0,30,Aberdeen-American Falls
248,90,86,0,30,Aberdeen-American Falls
249,93,91,0,30,Aberdeen-American Falls
250,96,96,0,30,Aberdeen-American Falls
251,88,83,0,30,Aberdeen-American Falls
252,91,88,0,30,Aberdeen-American Falls
253,94,93,0,30,Aberdeen-American Falls
254,97,98,0,30,Aberdeen-American Falls
255,89,85,0,30,Aberdeen-American Falls
256,92,90,0,30,Aberdeen-American Falls
257,95,95,1,30,Aberdeen-American Falls
258,90,87,0,30,Aberdeen-American Falls
259,93,92,0,30,Aberdeen-American Falls
260,96,97,0,30,Aberdeen-American Falls
261,88,84,0,30,Aberdeen-American Falls
262,91,89,0,30,Aberdeen-American Falls
263,94,94,0,30,Aberdeen-American Falls
264,97,99,0,30,Aberdeen-American Falls
265,89,86,0,30,Aberdeen-American Falls
266,92,91,0,30,Aberdeen-American Falls
267,95,96,1,30,Aberdeen-American Falls
268,87,83,0,30,Aberdeen-American Falls
269,90,88,0,30,Aberdeen-American Falls
270,93,93,0,30,Aberdeen-American Falls
271,96,98,0,30,Aberdeen-American Falls
272,88,85,0,30,Aberdeen-American Falls
273,91,90,0,30,Aberdeen-American Falls
274,94,95,0,30,Aberdeen-American Falls
275,89,87,0,30,Aberdeen-American Falls
276,92,92,0,30,Aberdeen-American Falls
277,95,97,1,30,Aberdeen-American Falls
278,87,84,0,30,Aberdeen-American Falls
279,90,89,0,30,Aberdeen-American Falls
280,93,94,0,30,Aberdeen-American Falls
281,96,99,0,30,Aberdeen-American Falls
282,88,86,0,30,Aberdeen-American Falls
283,91,91,0,30,Aberdeen-American Falls
284,94,96,0,30,Aberdeen-American Falls
285,89,88,0,30,Aberdeen-American Falls
286,92,93,0,30,Aberdeen-American Falls
287,95,98,1,30,Aberdeen-American Falls
288,87,85,0,30,Aberdeen-American Falls
289,90,90,0,30,Aberdeen-American Falls
290,93,95,0,30,Aberdeen-American Falls
291,96,100,0,30,Aberdeen-American Falls
292,88,87,0,30,Aberdeen-American Falls
293,91,92,0,30,Aberdeen-American Falls
294,94,97,0,30,Aberdeen-American Falls
295,86,84,0,30,Aberdeen-American Falls
296,89,89,0,30,Aberdeen-American Falls
297,92,94,0,30,Aberdeen-American Falls
298,95,99,1,30,Aberdeen-American Falls
299,87,86,0,30,Aberdeen-American Falls
300,90,91,0,30,Aberdeen-American Falls
301,93,96,0,30,Aberdeen-American Falls
302,88,88,0,30,Aberdeen-American Falls
303,91,93,0,30,Aberdeen-American Falls
304,94,98,1,30,Aberdeen-American Falls
305,97,103,0,30,Aberdeen-American Falls
306,86,85,0,30,Aberdeen-American Falls
307,89,90,0,30,Aberdeen-American Falls
308,92,95,0,30,Aberdeen-American Falls
309,95,100,0,30,Aberdeen-American Falls
310,87,87,0,30,Aberdeen-American Falls
311,90,92,0,30,Aberdeen-American Falls
312,93,97,0,30,Aberdeen-American Falls
313,96,102,0,30,Aberdeen-American Falls
314,85,84,0,30,Aberdeen-American Falls
315,88,89,0,30,Aberdeen-American Falls
316,91,94,0,30,Aberdeen-American Falls
317,94,99,1,30,Aberdeen-American Falls
318,97,104,0,30,Aberdeen-American Falls
319,86,86,0,30,Aberdeen-American Falls
320,89,91,0,30,Aberdeen-American Falls
321,92,96,0,30,Aberdeen-American Falls
322,95,101,0,30,Aberdeen-American Falls
323,87,88,0,30,Aberdeen-American Falls
324,90,93,0,30,Aberdeen-American Falls
325,93,98,0,30,Aberdeen-American Falls
326,96,103,0,30,Aberdeen-American Falls
327,85,85,0,30,Aberdeen-American Falls
328,88,90,0,30,Aberdeen-American Falls
329,91,95,0,30,Aberdeen-American Falls
330,94,100,0,30,Aberdeen-American Falls
331,86,87,0,30,Aberdeen-American Falls
332,89,92,0,30,Aberdeen-American Falls
333,92,97,0,30,Aberdeen-American Falls
334,95,102,0,30,Aberdeen-American Falls
335,87,89,0,30,Aberdeen-American Falls
336,90,94,0,30,Aberdeen-American Falls
337,93,99,1,30,Aberdeen-American Falls
338,96,104,0,30,Aberdeen-American Falls
339,85,86,0,30,Aberdeen-American Falls
340,88,91,0,30,Aberdeen-American Falls
341,91,96,0,30,Aberdeen-American Falls
342,94,101,0,30,Aberdeen-American Falls
343,86,88,0,30,Aberdeen-American Falls
344,89,93,0,30,Aberdeen-American Falls
345,92,98,0,30,Aberdeen-American Falls
346,95,103,0,30,Aberdeen-American Falls
347,84,85,0,30,Aberdeen-American Falls
348,87,90,0,30,Aberdeen-American Falls
349,90,95,0,30,Aberdeen-American Falls
350,93,100,1,30,Aberdeen-American Falls
351,96,105,0,30,Aberdeen-American Falls
352,85,87,0,30,Aberdeen-American Falls
353,88,92,0,30,Aberdeen-American Falls
354,91,97,0,30,Aberdeen-American Falls
355,94,102,0,30,Aberdeen-American Falls
356,86,89,0,30,Aberdeen-American Falls
357,89,94,0,30,Aberdeen-American Falls
358,92,99,0,30,Aberdeen-American Falls
359,95,104,0,30,Aberdeen-American Falls
360,84,86,0,30,Aberdeen-American Falls
361,87,91,0,30,Aberdeen-American Falls
362,90,96,0,30,Aberdeen-American Falls
363,93,101,1,30,Aberdeen-American Falls
364,85,88,0,30,Aberdeen-American Falls
365,88,93,0,30,Aberdeen-American Falls
366,91,98,0,30,Aberdeen-American Falls
367,94,103,0,30,Aberdeen-American Falls
368,83,85,0,30,Aberdeen-American Falls
369,86,90,0,30,Aberdeen-American Falls
370,89,95,0,30,Aberdeen-American Falls
371,92,100,1,30,Aberdeen-American Falls
372,95,105,0,30,Aberdeen-American Falls
373,84,87,0,30,Aberdeen-American Falls
374,87,92,0,30,Aberdeen-American Falls
375,90,97,0,30,Aberdeen-American Falls
376,93,102,1,30,Aberdeen-American Falls
377,85,89,0,30,Aberdeen-American Falls
378,88,94,0,30,Aberdeen-American Falls
379,91,99,0,30,Aberdeen-American Falls
380,94,104,0,30,Aberdeen-American Falls
381,83,86,0,30,Aberdeen-American Falls
382,86,91,0,30,Aberdeen-American Falls
383,89,96,0,30,Aberdeen-American Falls
384,92,101,1,30,Aberdeen-American Falls
385,84,88,0,30,Aberdeen-American Falls
386,87,93,0,30,Aberdeen-American Falls
387,90,98,0,30,Aberdeen-American Falls
388,93,103,0,30,Aberdeen-American Falls
389,85,90,0,30,Aberdeen-American Falls
390,88,95,0,30,Aberdeen-American Falls
391,91,100,0,30,Aberdeen-American Falls
392,94,105,0,30,Aberdeen-American Falls
393,83,87,0,30,Aberdeen-American Falls
394,86,92,0,30,Aberdeen-American Falls
395,89,97,0,30,Aberdeen-American Falls
396,92,102,1,30,Aberdeen-American Falls
397,84,89,0,30,Aberdeen-American Falls
398,87,94,0,30,Aberdeen-American Falls
399,90,99,0,30,Aberdeen-American Falls
400,93,104,0,30,Aberdeen-American Falls
401,82,86,0,30,Aberdeen-American Falls
402,85,91,0,30,Aberdeen-American Falls
403,88,96,0,30,Aberdeen-American Falls
404,91,101,0,30,Aberdeen-American Falls
405,94,106,0,30,Aberdeen-American Falls
406,83,88,0,30,Aberdeen-American Falls
407,86,93,0,30,Aberdeen-American Falls
408,89,98,0,30,Aberdeen-American Falls
409,92,103,1,30,Aberdeen-American Falls
410,84,90,0,30,Aberdeen-American Falls
411,87,95,0,30,Aberdeen-American Falls
412,90,100,0,30,Aberdeen-American Falls
413,93,105,0,30,Aberdeen-American Falls
414,82,87,0,30,Aberdeen-American Falls
415,85,92,0,30,Aberdeen-American Falls
416,88,97,0,30,Aberdeen-American Falls
417,91,102,1,30,Aberdeen-American Falls
418,83,89,0,30,Aberdeen-American Falls
419,86,94,0,30,Aberdeen-American Falls
420,89,99,0,30,Aberdeen-American Falls
421,92,104,1,30,Aberdeen-American Falls
422,84,91,0,30,Aberdeen-American Falls
423,87,96,0,30,Aberdeen-American Falls
424,90,101,0,30,Aberdeen-American Falls
425,93,106,0,30,Aberdeen-American Falls
426,82,88,0,30,Aberdeen-American Falls
427,85,93,0,30,Aberdeen-American Falls
428,88,98,0,30,Aberdeen-American Falls
429,91,103,1,30,Aberdeen-American Falls
430,83,90,0,30,Aberdeen-American Falls
431,86,95,0,30,Aberdeen-American Falls
432,89,100,0,30,Aberdeen-American Falls
433,92,105,0,30,Aberdeen-American Falls
434,81,87,0,30,Aberdeen-American Falls
435,84,92,0,30,Aberdeen-American Falls
436,87,97,0,30,Aberdeen-American Falls
437,90,102,0,30,Aberdeen-American Falls
438,82,89,0,30,Aberdeen-American Falls
439,85,94,0,30,Aberdeen-American Falls
440,88,99,0,30,Aberdeen-American Falls
441,91,104,1,30,Aberdeen-American Falls
442,83,91,0,30,Aberdeen-American Falls
443,86,96,0,30,Aberdeen-American Falls
444,89,101,0,30,Aberdeen-American Falls
445,92,106,0,30,Aberdeen-American Falls
446,81,88,0,30,Aberdeen-American Falls
447,84,93,0,30,Aberdeen-American Falls
448,87,98,0,30,Aberdeen-American Falls
449,90,103,1,30,Aberdeen-American Falls
450,82,90,0,30,Aberdeen-American Falls
451,85,95,0,30,Aberdeen-American Falls
452,88,100,0,30,Aberdeen-American Falls
453,91,105,1,30,Aberdeen-American Falls
454,80,87,0,30,Aberdeen-American Falls
455,83,92,0,30,Aberdeen-American Falls
456,86,97,0,30,Aberdeen-American Falls
457,89,102,0,30,Aberdeen-American Falls
458,92,107,0,30,Aberdeen-American Falls
459,81,89,0,30,Aberdeen-American Falls
460,84,94,0,30,Aberdeen-American Falls
461,87,99,0,30,Aberdeen-American Falls
462,90,104,1,30,Aberdeen-American Falls
463,82,91,0,30,Aberdeen-American Falls
464,85,96,0,30,Aberdeen-American Falls
465,88,101,0,30,Aberdeen-American Falls
466,91,106,1,30,Aberdeen-American Falls
467,80,88,0,30,Aberdeen-American Falls
468,83,93,0,30,Aberdeen-American Falls
469,86,98,0,30,Aberdeen-American Falls
470,89,103,0,30,Aberdeen-American Falls
471,81,90,0,30,Aberdeen-American Falls
472,84,95,0,30,Aberdeen-American Falls
473,87,100,0,30,Aberdeen-American Falls
474,90,105,1,30,Aberdeen-American Falls
475,79,87,0,30,Aberdeen-American Falls
476,82,92,0,30,Aberdeen-American Falls
477,85,97,0,30,Aberdeen-American Falls
478,88,102,0,30,Aberdeen-American Falls
479,91,107,1,30,Aberdeen-American Falls
480,80,89,0,30,Aberdeen-American Falls
481,83,94,0,30,Aberdeen-American Falls
482,86,99,0,30,Aberdeen-American Falls
483,89,104,0,30,Aberdeen-American Falls
484,81,91,0,30,Aberdeen-American Falls
485,84,96,0,30,Aberdeen-American Falls
486,87,101,0,30,Aberdeen-American Falls
487,90,106,1,30,Aberdeen-American Falls
488,79,88,0,30,Aberdeen-American Falls
489,82,93,0,30,Aberdeen-American Falls
490,85,98,0,30,Aberdeen-American Falls
491,88,103,0,30,Aberdeen-American Falls
492,91,108,1,30,Aberdeen-American Falls
493,80,90,0,30,Aberdeen-American Falls
494,83,95,0,30,Aberdeen-American Falls
495,86,100,0,30,Aberdeen-American Falls
496,89,105,1,30,Aberdeen-American Falls
497,81,92,0,30,Aberdeen-American Falls
498,84,97,0,30,Aberdeen-American Falls
499,87,102,0,30,Aberdeen-American Falls
500,90,107,1,30,Aberdeen-American Falls
501,79,89,0,30,Aberdeen-American Falls
502,82,94,0,30,Aberdeen-American Falls
503,85,99,0,30,Aberdeen-American Falls
504,88,104,0,30,Aberdeen-American Falls
505,91,109,1,30,Aberdeen-American Falls
506,80,91,0,30,Aberdeen-American Falls
507,83,96,0,30,Aberdeen-American Falls
508,86,101,0,30,Aberdeen-American Falls
509,89,106,1,30,Aberdeen-American Falls
510,78,88,0,30,Aberdeen-American Falls
511,81,93,0,30,Aberdeen-American Falls
512,84,98,0,30,Aberdeen-American Falls
513,87,103,0,30,Aberdeen-American Falls
514,90,108,1,30,Aberdeen-American Falls
515,79,90,0,30,Aberdeen-American Falls
516,82,95,0,30,Aberdeen-American Falls
517,85,100,0,30,Aberdeen-American Falls
518,88,105,0,30,Aberdeen-American Falls
519,80,92,0,30,Aberdeen-American Falls
520,83,97,0,30,Aberdeen-American Falls
521,86,102,0,30,Aberdeen-American Falls
522,89,107,1,30,Aberdeen-American Falls
523,78,89,0,30,Aberdeen-American Falls
524,81,94,0,30,Aberdeen-American Falls
525,84,99,0,30,Aberdeen-American Falls
526,87,104,0,30,Aberdeen-American Falls
527,79,91,0,30,Aberdeen-American Falls
528,82,96,0,30,Aberdeen-American Falls
529,85,101,0,30,Aberdeen-American Falls
530,88,106,0,30,Aberdeen-American Falls
531,80,93,0,30,Aberdeen-American Falls
532,83,98,0,30,Aberdeen-American Falls
533,86,103,0,30,Aberdeen-American Falls
534,89,108,1,30,Aberdeen-American Falls
535,78,90,0,30,Aberdeen-American Falls
536,81,95,0,30,Aberdeen-American Falls
537,84,100,0,30,Aberdeen-American Falls
538,87,105,0,30,Aberdeen-American Falls
539,79,92,0,30,Aberdeen-American Falls
540,82,97,0,30,Aberdeen-American Falls
541,85,102,0,30,Aberdeen-American Falls
542,88,107,1,30,Aberdeen-American Falls
543,77,89,0,30,Aberdeen-American Falls
544,80,94,0,30,Aberdeen-American Falls
545,83,99,0,30,Aberdeen-American Falls
546,86,104,0,30,Aberdeen-American Falls
547,78,91,0,30,Aberdeen-American Falls
548,81,96,0,30,Aberdeen-American Falls
549,84,101,0,30,Aberdeen-American Falls
550,87,106,0,30,Aberdeen-American Falls
551,79,93,0,30,Aberdeen-American Falls
552,82,98,0,30,Aberdeen-American Falls
553,85,103,0,30,Aberdeen-American Falls
554,88,108,0,30,Aberdeen-American Falls
555,77,90,0,30,Aberdeen-American Falls
556,80,95,0,30,Aberdeen-American Falls
557,83,100,0,30,Aberdeen-American Falls
558,86,105,0,30,Aberdeen-American Falls
559,78,92,0,30,Aberdeen-American Falls
560,81,97,0,30,Aberdeen-American Falls
561,84,102,0,30,Aberdeen-American Falls
562,87,107,0,30,Aberdeen-American Falls
563,76,89,0,30,Aberdeen-American Falls
564,79,94,0,30,Aberdeen-American Falls
565,82,99,0,30,Aberdeen-American Falls
566,85,104,0,30,Aberdeen-American Falls
567,88,109,1,30,Aberdeen-American Falls
568,77,91,0,30,Aberdeen-American Falls
569,80,96,0,30,Aberdeen-American Falls
570,83,101,0,30,Aberdeen-American Falls
571,86,106,0,30,Aberdeen-American Falls
572,78,93,0,30,Aberdeen-American Falls
573,81,98,0,30,Aberdeen-American Falls
574,84,103,0,30,Aberdeen-American Falls
575,87,108,0,30,Aberdeen-American Falls
576,76,90,0,30,Aberdeen-American Falls
577,79,95,0,30,Aberdeen-American Falls
578,82,100,0,30,Aberdeen-American Falls
579,85,105,0,30,Aberdeen-American Falls
580,77,92,0,30,Aberdeen-American Falls
581,80,97,0,30,Aberdeen-American Falls
582,83,102,0,30,Aberdeen-American Falls
583,86,107,0,30,Aberdeen-American Falls
584,78,94,0,30,Aberdeen-American Falls
585,81,99,0,30,Aberdeen-American Falls
586,84,104,0,30,Aberdeen-American Falls
587,87,109,0,30,Aberdeen-American Falls
588,76,91,0,30,Aberdeen-American Falls
589,79,96,0,30,Aberdeen-American Falls
590,82,101,0,30,Aberdeen-American Falls
591,85,106,0,30,Aberdeen-American Falls
592,77,93,0,30,Aberdeen-American Falls
593,80,98,0,30,Aberdeen-American Falls
594,83,103,0,30,Aberdeen-American Falls
595,86,108,0,30,Aberdeen-American Falls
596,75,90,0,30,Aberdeen-American Falls
597,78,95,0,30,Aberdeen-American Falls
598,81,100,0,30,Aberdeen-American Falls
599,84,105,0,30,Aberdeen-American Falls
600,76,92,0,30,Aberdeen-American Falls
601,79,97,0,30,Aberdeen-American Falls
602,82,102,0,30,Aberdeen-American Falls
603,85,107,0,30,Aberdeen-American Falls
604,77,94,0,30,Aberdeen-American Falls
605,80,99,0,30,Aberdeen-American Falls
606,83,104,0,30,Aberdeen-American Falls
607,86,109,0,30,Aberdeen-American Falls
608,75,91,0,30,Aberdeen-American Falls
609,78,96,0,30,Aberdeen-American Falls
610,81,101,0,30,Aberdeen-American Falls
611,84,106,0,30,Aberdeen-American Falls
612,76,93,0,30,Aberdeen-American Falls
613,79,98,0,30,Aberdeen-American Falls
614,82,103,0,30,Aberdeen-American Falls
615,85,108,0,30,Aberdeen-American Falls
616,74,90,0,30,Aberdeen-American Falls
617,77,95,0,30,Aberdeen-American Falls
618,80,100,0,30,Aberdeen-American Falls
619,83,105,0,30,Aberdeen-American Falls
620,86,110,0,30,Aberdeen-American Falls
621,75,92,0,30,Aberdeen-American Falls
622,78,97,0,30,Aberdeen-American Falls
623,81,102,0,30,Aberdeen-American Falls
624,84,107,0,30,Aberdeen-American Falls
625,76,94,0,30,Aberdeen-American Falls
626,79,99,0,30,Aberdeen-American Falls
627,82,104,0,30,Aberdeen-American Falls
628,85,109,0,30,Aberdeen-American Falls
629,74,91,0,30,Aberdeen-American Falls
630,77,96,0,30,Aberdeen-American Falls
631,80,101,0,30,Aberdeen-American Falls
632,83,106,0,30,Aberdeen-American Falls
